City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,beroroha,-21.6667,45.1667,293.91,31,0,0.59,MG,1686848866
364,antalaha,-14.9003,50.2788,296.03,82,21,3.95,MG,1686848866
365,spittal an der drau,46.8,13.5,295.62,78,68,1.26,AT,1686848866
366,marovoay,-16.1,46.6333,298.0,60,57,2.36,MG,1686848842
367,aykhal,66.0,111.5,280.95,73,100,9.03,RU,1686848867
368,nouadhibou,20.931,-17.0347,299.14,57,6,8.23,MR,1686848867
369,hastings,50.8552,0.5729,298.84,69,74,4.49,GB,1686848867
370,pocito,-31.6833,-68.5833,290.48,16,2,2.62,AR,1686848867
371,saint-leu,-21.15,55.2833,297.63,90,15,1.61,RE,1686848867
372,cowra,-33.8333,148.6833,277.54,88,3,0.67,AU,1686848868
373,dongsheng,39.8161,109.9776,294.71,25,0,3.53,CN,1686848868
374,island harbour,50.724,-1.2758,298.73,61,49,4.66,GB,1686848868
375,qa'en,33.7265,59.1844,300.27,10,0,5.9,IR,1686848868
376,melfort,52.8667,-104.6177,291.23,57,40,7.91,CA,1686848869
377,prince george,53.9166,-122.753,288.85,54,0,2.57,CA,1686848869
378,sandnessjoen,66.0217,12.6316,291.44,76,20,7.72,NO,1686848869
379,marshalltown,42.0494,-92.908,302.78,51,0,2.06,US,1686848869
380,thai binh,20.45,106.3333,302.07,84,98,3.1,VN,1686848870
381,farrukhnagar,17.0778,78.2011,303.99,30,3,2.93,IN,1686848870
382,challapata,-18.9,-66.7667,281.44,11,0,3.0,BO,1686848870
383,dakhla,23.6848,-15.958,295.97,79,0,8.36,EH,1686848870
384,flin flon,54.7682,-101.865,291.06,68,75,5.14,CA,1686848870
385,katsuren-haebaru,26.3369,127.8719,298.16,97,20,3.09,JP,1686848871
386,tabou,4.423,-7.3528,300.72,64,88,3.47,CI,1686848871
387,afaahiti,-17.75,-149.2833,299.08,88,100,9.49,PF,1686848871
388,frontera,26.9333,-101.45,309.44,47,0,1.79,MX,1686848871
389,talbahat,25.05,78.4333,309.68,26,38,4.59,IN,1686848872
390,pangkalanbuun,-2.6833,111.6167,297.03,94,94,1.03,ID,1686848872
391,tabas,33.5959,56.9244,310.64,8,0,8.02,IR,1686848872
392,suez,29.9737,32.5263,301.16,37,0,6.8,EG,1686848872
393,cockburn town,21.4612,-71.1419,301.49,86,81,8.18,TC,1686848872
394,silver city,32.7701,-108.2803,298.52,18,19,4.92,US,1686848873
395,nabire,-3.3667,135.4833,296.79,93,95,1.63,ID,1686848873
396,newman,37.3138,-121.0208,297.72,64,4,1.34,US,1686848873
397,betio village,1.358,172.9211,301.91,76,33,5.99,KI,1686848873
398,naze,28.3667,129.4833,295.47,88,99,1.53,JP,1686848874
399,messaad,34.1543,3.5031,302.0,26,2,5.07,DZ,1686848874
400,salinas,36.6777,-121.6555,289.49,83,100,2.06,US,1686848763
401,choibalsan,48.0667,114.5,288.44,57,98,6.0,MN,1686848874
402,ierapetra,35.01,25.7353,298.23,67,20,0.89,GR,1686848875
403,saudarkrokur,65.7461,-19.6394,288.44,74,99,1.43,IS,1686848875
404,uyuni,-20.4597,-66.825,278.6,13,0,5.13,BO,1686848875
405,bereket,39.2446,55.5154,308.84,8,0,1.22,TM,1686848875
406,encruzilhada do sul,-30.5439,-52.5219,285.14,97,100,5.2,BR,1686848876
407,urangan,-25.3,152.9,287.31,54,26,4.7,AU,1686848876
408,mahina,-17.5065,-149.489,300.02,57,75,3.09,PF,1686848877
409,galveston,29.3669,-94.9669,309.84,75,18,2.24,US,1686848877
410,taitung city,22.7583,121.1444,297.7,95,100,1.43,TW,1686848666
411,guerrero negro,27.9769,-114.0611,292.98,66,39,7.98,MX,1686848728
412,kandyagash,49.4744,57.4233,297.29,30,98,3.63,KZ,1686848878
413,kyzyl-mazhalyk,51.1333,90.6,284.19,43,8,0.89,RU,1686848878
414,wewak,-3.5534,143.6268,298.02,92,99,3.04,PG,1686848878
415,cova figueira,14.8905,-24.2934,295.48,77,21,8.03,CV,1686848879
416,emirdag,39.0197,31.15,294.88,52,57,1.17,TR,1686848879
417,dezhou,37.4486,116.2925,303.63,24,45,4.1,CN,1686848879
418,pont rouge,48.8833,-72.0825,292.31,85,100,1.76,CA,1686848879
419,shahrud,36.4182,54.9763,299.51,36,0,4.65,IR,1686848880
420,barra dos coqueiros,-10.9089,-37.0386,301.16,74,20,6.69,BR,1686848880
421,masterton,-40.9597,175.6575,276.2,93,0,1.6,NZ,1686848880
422,rongelap,11.1635,166.8941,301.02,78,100,9.7,MH,1686848880
423,lai chau,22.3997,103.4517,294.38,98,100,0.69,VN,1686848881
424,grand falls-windsor,48.9332,-55.6649,292.32,58,98,0.45,CA,1686848881
425,bontang,0.1333,117.5,297.77,89,83,2.04,ID,1686848881
426,ola,59.5833,151.2833,280.22,97,100,1.13,RU,1686848882
427,great falls,47.5002,-111.3008,288.81,51,0,1.54,US,1686848645
428,khasab,26.1799,56.2477,306.14,63,3,1.01,OM,1686848882
429,monteros,-27.1674,-65.4983,289.53,35,46,1.4,AR,1686848882
430,calolbon,13.596,124.0991,301.19,82,100,3.05,PH,1686848883
431,waddan,29.1614,16.139,308.14,24,1,9.87,LY,1686848883
432,saint-pierre,-21.3393,55.4781,297.97,73,0,2.57,RE,1686848883
433,polyarnyy,69.1989,33.4478,279.86,63,45,9.99,RU,1686848884
434,prince rupert,54.3161,-130.3201,285.2,72,100,8.23,CA,1686848688
435,pudasjarvi,65.3833,26.9167,295.25,34,1,3.07,FI,1686848884
436,kenai,60.5544,-151.2583,281.56,77,100,5.14,US,1686848779
437,atherton,53.5237,-2.4935,300.18,36,80,0.45,GB,1686848885
438,kirensk,57.7853,108.1119,283.67,57,100,4.07,RU,1686848885
439,belluru,12.9911,76.7444,297.57,74,38,5.49,IN,1686848885
440,kem',64.9555,34.5793,285.99,60,17,4.62,RU,1686848885
441,mozarlandia,-14.7447,-50.5706,303.73,40,100,3.68,BR,1686848886
442,tibanbang,6.6315,126.1055,299.67,83,40,1.5,PH,1686848886
443,mossel bay,-34.1831,22.146,286.65,82,27,5.52,ZA,1686848886
444,west bay,19.3667,-81.4167,305.19,66,20,4.63,KY,1686848886
445,bom jesus,-9.0744,-44.3586,309.34,22,0,3.26,BR,1686848887
446,caleta de carquin,-11.0925,-77.6267,296.14,69,44,5.09,PE,1686848887
447,mandalgovi,45.7625,106.2708,291.11,54,74,10.25,MN,1686848887
448,mansa konko,13.4667,-15.55,309.18,37,100,1.88,GM,1686848887
449,sarmiento,-45.5882,-69.07,280.15,47,65,1.92,AR,1686848888
450,guasdualito,7.2424,-70.7324,301.26,80,99,0.52,VE,1686848888
451,port douglas,-16.4833,145.4667,295.44,82,49,1.62,AU,1686848888
452,rio grande,-32.035,-52.0986,290.21,74,100,7.75,BR,1686848768
453,yinchuan,38.4681,106.2731,299.08,36,15,6.04,CN,1686848889
454,omutinskiy,56.4745,67.6709,286.29,80,61,1.59,RU,1686848889
455,yarmouth,41.7057,-70.2286,296.56,75,100,6.17,US,1686848889
456,al jadid,27.05,14.4,315.73,7,53,6.15,LY,1686848890
457,kingscliff,-28.2667,153.5667,280.04,100,0,2.06,AU,1686848891
458,doka,13.5167,35.7667,302.64,52,100,2.26,SD,1686848891
459,nong kung si,16.65,103.3,301.24,78,100,3.94,TH,1686848892
460,zherdevka,51.8486,41.4606,287.83,90,100,7.17,RU,1686848892
461,lompoc,34.6391,-120.4579,293.16,75,96,2.24,US,1686848849
462,al jawf,29.5,38.75,303.72,17,0,7.21,SA,1686848892
463,kongsvinger,60.1905,11.9977,300.96,10,100,2.26,NO,1686848893
464,pocahontas,36.2615,-90.9712,300.96,71,0,2.06,US,1686848893
465,balatonfured,46.9619,17.8719,292.88,70,100,1.64,HU,1686848893
466,castillos,-34.1667,-53.8333,287.98,62,85,2.88,UY,1686848894
467,ulladulla,-35.35,150.4667,282.54,77,34,2.66,AU,1686848894
468,phan rang-thap cham,11.5667,108.9833,299.64,85,96,1.18,VN,1686848894
469,kol'chugino,56.3,39.3833,292.19,71,28,2.52,RU,1686848894
470,houghton,47.1219,-88.569,283.58,80,75,3.13,US,1686848895
471,leh,34.1667,77.5833,284.92,52,42,3.42,IN,1686848895
472,goulburn,-34.75,149.7167,278.59,95,51,1.34,AU,1686848895
473,pacific grove,36.6177,-121.9166,288.97,90,100,2.24,US,1686848895
474,turtas,58.9417,69.1325,282.7,54,59,1.38,RU,1686848896
475,bereznik,62.8551,42.7072,293.32,40,44,3.14,RU,1686848896
476,agadez,19.75,10.25,313.12,8,1,0.98,NE,1686848896
477,altamira,-3.2033,-52.2064,306.2,62,40,2.06,BR,1686848535
478,lautoka,-17.6167,177.4667,295.07,94,20,1.03,FJ,1686848896
479,nadi,-17.8,177.4167,295.15,94,20,1.03,FJ,1686848897
480,kamikawa,43.84,142.7711,288.55,97,42,1.31,JP,1686848897
481,al miqdadiyah,33.9786,44.9369,308.85,17,0,6.67,IQ,1686848897
482,kaohsiung,22.6163,120.3133,298.12,95,100,6.17,TW,1686848897
483,zykovo,55.9519,93.1461,287.56,69,29,2.79,RU,1686848898
484,tianpeng,30.9866,103.9393,292.41,88,100,0.61,CN,1686848722
485,ad dawadimi,24.5077,44.3924,307.37,11,25,1.99,SA,1686848898
486,kuta,-8.7233,115.1723,299.12,83,20,4.12,ID,1686848888
487,aswan,24.0934,32.907,309.84,13,0,5.16,EG,1686848899
488,koz'modem'yansk,56.3367,46.5711,291.09,69,76,1.57,RU,1686848899
489,destin,30.3935,-86.4958,305.73,80,75,8.75,US,1686848899
490,smithers,54.7804,-127.1743,289.13,42,88,0.75,CA,1686848899
491,aracati,-4.5617,-37.7697,303.0,61,42,4.68,BR,1686848727
492,maamba,-17.3667,27.15,291.43,17,8,1.61,ZM,1686848900
493,mar del plata,-38.0023,-57.5575,287.01,52,0,7.2,AR,1686848676
494,axim,4.8699,-2.2405,300.54,66,85,4.36,GH,1686848900
495,antonio enes,-16.2325,39.9086,296.69,69,18,3.87,MZ,1686848901
496,tshikapa,-6.4167,20.8,301.6,45,36,2.05,CD,1686848901
497,tromso,69.6496,18.957,282.25,76,75,1.54,NO,1686848901
498,gaspe,48.8334,-64.4819,282.27,100,100,1.03,CA,1686848902
499,jardim,-21.4803,-56.1381,290.7,53,0,1.53,BR,1686848902
500,barcelos,41.5388,-8.6151,304.77,53,25,4.22,PT,1686848902
501,mount pearl,47.5166,-52.7813,288.13,87,90,4.51,CA,1686848902
502,mvurwi,-17.0333,30.85,288.92,25,8,0.66,ZW,1686848902
503,mora,11.0461,14.1401,307.47,33,89,3.44,CM,1686848903
504,pereira barreto,-20.6383,-51.1092,286.56,91,100,3.42,BR,1686848903
505,cacu,-18.5567,-51.1308,289.97,88,100,0.8,BR,1686848903
506,st. paul,44.9444,-93.0933,294.07,61,0,5.14,US,1686848883
507,kitee,62.1,30.15,294.93,48,6,1.43,FI,1686848904
508,rumbek,6.802,29.6912,300.92,59,99,1.61,SS,1686848904
509,fort st. john,56.2499,-120.8529,284.09,82,75,2.06,CA,1686848818
510,mana,5.6592,-53.7767,299.03,89,100,3.27,GF,1686848904
511,chimore,-16.9833,-65.1333,294.23,50,35,1.74,BO,1686848905
512,gargalianoi,37.0667,21.6333,299.49,67,46,3.59,GR,1686848905
513,cadillac,44.2519,-85.4012,289.15,94,100,2.57,US,1686848875
514,yukhnov,54.7444,35.2297,291.82,66,5,1.3,RU,1686848905
515,crossett,33.1282,-91.9612,302.43,47,22,2.97,US,1686848906
516,luderitz,-26.6481,15.1594,287.76,84,0,4.11,NA,1686848906
517,dokkum,53.3222,5.997,296.17,46,1,5.66,NL,1686848907
518,muravlenko,63.7898,74.523,279.3,66,58,4.25,RU,1686848907
519,douz,33.4663,9.0203,306.41,23,0,2.36,TN,1686848688
520,robertsport,6.7533,-11.3686,300.93,69,92,5.7,LR,1686848907
521,pyskowice,50.4,18.6333,294.05,59,65,1.34,PL,1686848908
522,arar,30.9753,41.0381,304.58,12,0,4.84,SA,1686848908
523,kone,-21.0595,164.8658,293.44,77,93,1.87,NC,1686848908
524,carora,10.1755,-70.0827,306.8,35,100,8.55,VE,1686848908
525,chadron,42.8294,-102.9999,297.01,54,20,4.12,US,1686848909
526,rajanpur,29.1035,70.325,309.81,34,11,4.84,PK,1686848900
527,kalmunai,7.4167,81.8167,301.97,77,99,2.25,LK,1686848909
528,zahedan,29.4963,60.8629,306.1,8,0,5.14,IR,1686848909
529,dunedin,-45.8742,170.5036,283.6,72,100,2.68,NZ,1686848832
530,sarangani,5.4033,125.4636,300.9,79,47,5.16,PH,1686848910
531,laukaa,58.7372,29.8453,297.16,42,4,0.93,RU,1686848910
532,kidal,18.4411,1.4078,309.78,23,71,8.86,ML,1686848910
533,comodoro rivadavia,-45.8667,-67.5,281.07,46,0,3.6,AR,1686848791
534,boizenburg,53.3833,10.7167,295.26,49,99,4.58,DE,1686848910
535,alo,7.4178,6.7371,299.46,89,81,2.31,NG,1686848911
536,anonang,11.0,124.0333,298.98,81,100,0.9,PH,1686848911
537,ebon,4.582,168.6964,301.79,79,100,6.44,MH,1686848911
538,san luis de la loma,17.2706,-100.8939,305.96,51,80,3.69,MX,1686848911
539,basoko,1.2391,23.616,300.24,71,82,1.61,CD,1686848912
540,vila velha,-20.3297,-40.2925,298.68,80,40,5.66,BR,1686848912
541,sao joao dos patos,-6.495,-43.7022,307.75,30,2,4.18,BR,1686848616
542,banda aceh,5.5577,95.3222,299.97,79,78,5.31,ID,1686848686
543,ust'-kulom,61.6864,53.6902,287.81,55,5,2.45,RU,1686848913
544,mabaruma,8.2,-59.7833,298.83,93,88,2.39,GY,1686848913
545,pisco,-13.7,-76.2167,293.18,73,75,2.57,PE,1686848914
546,jayapura,-2.5333,140.7,297.81,89,100,2.65,ID,1686848915
547,enriquillo,17.9,-71.2333,300.97,68,40,6.31,DO,1686848915
548,porto-vecchio,41.591,9.2795,297.96,73,20,3.09,FR,1686848915
549,malyn,50.7723,29.2383,293.61,79,91,1.88,UA,1686848916
550,little river,33.8732,-78.6142,303.29,69,0,3.6,US,1686848806
551,port-cartier,50.0334,-66.8654,285.23,87,100,6.92,CA,1686848916
552,zuyevka,58.405,51.1335,288.55,71,49,1.17,RU,1686848916
553,sotik post,-0.7813,35.3416,287.87,96,95,1.03,KE,1686848917
554,kedougou,12.5579,-12.1743,308.05,43,97,1.45,SN,1686848917
555,riviere-du-loup,47.8304,-69.5342,283.93,98,100,7.25,CA,1686848868
556,pago pago,-14.2781,-170.7025,299.7,94,75,5.66,AS,1686848917
557,northam,51.0333,-4.2167,293.85,73,37,1.52,GB,1686848917
558,ampanihy,-24.7,44.75,293.24,59,0,3.46,MG,1686848918
559,pariaman,-0.619,100.12,299.18,89,87,2.04,ID,1686848918
560,volcan,8.7667,-82.6333,292.09,83,100,0.45,PA,1686848918
561,mukalla,14.5425,49.1242,307.4,57,79,0.69,YE,1686848918
562,port macquarie,-31.4333,152.9167,277.53,71,0,2.41,AU,1686848919
563,salekhard,66.53,66.6019,280.07,82,100,7.58,RU,1686848919
564,banjarmasin,-3.3244,114.591,297.23,95,96,0.94,ID,1686848919
565,tommot,58.9564,126.2925,283.67,80,100,5.38,RU,1686848919
566,huarmey,-10.0681,-78.1522,296.95,68,47,4.35,PE,1686848919
567,georgiyevka,43.0369,74.7114,297.17,16,0,5.0,KZ,1686848920
568,ugoofaaru,5.6667,73.0,302.01,77,84,5.91,MV,1686848920
569,necochea,-38.5473,-58.7368,286.73,39,38,6.24,AR,1686848815
570,caussade,44.1608,1.5391,298.52,61,23,3.52,FR,1686848920
571,rhar el melah,37.1694,10.1906,299.97,73,25,9.97,TN,1686848921
572,turnu magurele,43.75,24.8667,293.34,85,100,4.07,RO,1686848921
573,paoua,7.2427,16.4406,295.98,90,69,1.95,CF,1686848921
574,dhidhdhoo,6.8833,73.1,302.04,75,84,6.47,MV,1686848921
575,hadibu,12.65,54.0333,301.41,76,100,7.76,YE,1686848921
576,nizhniy odes,63.6445,54.856,289.8,44,94,4.64,RU,1686848922
577,senanga,-16.1167,23.2667,291.33,11,0,1.96,ZM,1686848922
578,sorong,-0.8833,131.25,297.47,91,100,2.9,ID,1686848647
579,lerwick,60.1545,-1.1494,290.15,60,60,1.81,GB,1686848922
580,kudahuvadhoo,2.6708,72.8944,301.92,77,100,6.03,MV,1686848922
581,meadow lake,34.8014,-106.5436,300.6,17,0,6.51,US,1686848923
582,thunder bay,48.4001,-89.3168,286.14,58,100,4.63,CA,1686848718
583,patong,7.8961,98.2966,299.23,77,96,2.55,TH,1686848923
584,bac lieu,9.285,105.7244,301.06,80,99,4.61,VN,1686848923
